Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),TOT-RF (mm),SR (W/mt2),BP (mmHg),station_id,station_name,network,source_file
2025-04-24,145.63,380.95,22.43,70.81,53.8,30.15,30.6,0.58,53.26,1.83,12.36,30.94,34.49,,219.01,0.0,204.69,980.68,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-04-25,138.12,371.93,23.73,63.13,49.15,48.57,26.47,0.56,54.65,2.06,13.74,31.31,38.56,,163.53,0.0,226.25,981.37,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-04-26,151.88,418.09,24.38,54.2,48.65,35.1,35.32,0.7,34.16,2.44,13.42,33.07,34.25,,198.91,0.0,190.94,981.14,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-04-27,109.08,342.84,2.04,27.76,16.44,48.01,32.02,0.77,9.04,2.1,4.38,33.27,33.15,,185.92,0.0,188.92,982.32,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-04-28,124.88,428.33,1.91,26.94,15.88,57.58,32.71,0.7,49.09,1.36,3.64,32.12,41.43,,92.12,0.0,176.3,981.5,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-04-29,68.08,261.36,1.68,22.71,13.45,57.35,21.19,1.15,82.81,0.77,2.97,31.43,46.17,,90.03,0.0,195.83,982.55,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-04-30,88.25,262.73,1.74,24.27,14.32,58.33,24.9,1.14,57.57,1.03,3.02,31.89,48.39,,87.23,0.0,189.07,983.69,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-01,80.77,227.4,1.65,20.62,12.32,59.02,18.4,1.25,63.9,0.82,2.32,32.48,48.54,,88.69,0.0,188.72,984.47,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-02,60.63,146.67,1.91,24.56,14.18,56.61,10.87,1.2,34.65,0.78,1.32,28.65,64.32,,110.26,6.0,107.84,985.32,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-03,95.2,198.56,2.97,31.7,19.28,63.34,18.49,1.55,52.64,0.67,1.11,30.15,64.85,,101.98,0.5,196.48,982.97,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-04,99.46,230.54,3.17,28.95,17.97,62.59,19.37,1.75,64.35,0.62,1.71,31.48,55.45,,146.07,6.5,206.81,981.69,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-05,41.0,90.61,2.03,19.68,12.01,61.3,10.18,0.84,49.4,0.42,0.5,29.64,58.04,,87.27,0.0,185.28,983.9,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-06,71.58,154.62,3.19,24.67,15.71,61.1,16.7,1.0,37.53,0.37,0.46,30.56,56.58,,75.74,0.0,221.5,983.35,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-07,73.0,166.62,2.93,21.47,13.8,60.71,14.03,0.72,40.87,0.41,0.44,31.02,57.42,,88.11,0.0,196.07,983.18,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-08,80.21,167.21,3.04,21.34,13.83,60.09,17.03,0.96,34.42,0.47,0.75,31.22,55.74,,101.36,0.0,184.59,983.18,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-09,68.71,159.79,3.19,24.11,15.42,58.45,14.07,0.93,40.29,0.66,1.16,31.99,53.16,,93.68,0.0,211.99,984.46,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-10,103.85,192.96,3.14,23.49,15.04,61.94,23.67,0.9,36.32,1.11,3.56,31.0,59.41,,123.15,0.5,137.52,984.26,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-11,58.51,143.21,2.89,16.3,11.02,56.29,14.25,0.66,49.05,0.71,1.51,32.09,52.8,,183.49,0.0,252.19,982.75,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-12,62.38,162.58,3.1,24.46,15.52,54.69,13.57,1.01,48.8,0.86,2.94,32.94,42.66,,243.58,0.0,235.79,981.6,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-13,46.54,154.46,2.95,21.83,14.01,52.62,11.52,0.66,36.09,0.75,3.87,32.15,46.68,,216.33,4.0,193.44,981.2,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-14,87.54,202.96,4.68,30.42,19.99,56.93,8.29,1.45,32.66,0.99,6.5,32.52,48.0,,175.39,0.0,192.94,980.75,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-15,336.59,405.0,7.42,32.95,23.55,51.51,17.63,1.46,38.56,0.97,8.61,33.76,38.52,,243.89,0.0,199.85,980.79,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-16,104.96,328.96,5.86,36.16,23.99,55.02,22.5,1.0,52.64,1.28,7.54,33.61,41.79,,141.28,0.0,187.6,979.74,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-17,72.08,206.21,6.45,38.99,25.98,54.92,16.84,1.34,35.43,1.1,6.46,32.99,46.43,,159.55,0.5,191.89,979.07,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-18,72.08,209.5,3.79,27.01,17.45,60.81,17.98,1.4,49.03,0.68,2.76,34.0,46.15,,110.39,0.0,229.21,979.12,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-19,80.42,230.54,3.47,21.76,14.4,66.27,20.6,2.4,47.85,0.56,1.37,33.99,51.88,,85.42,0.0,206.25,979.3,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-20,79.67,247.12,3.49,22.38,14.74,65.4,20.34,1.19,57.13,0.82,2.99,34.37,51.14,,95.85,0.0,209.88,977.35,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-21,76.07,217.02,3.6,22.75,15.03,63.3,17.37,1.05,54.77,0.65,2.36,33.69,53.27,,98.65,2.0,207.57,978.03,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-22,32.67,81.76,3.78,22.29,13.51,67.39,14.21,1.76,51.98,0.37,2.14,33.03,49.93,,96.2,0.0,210.0,977.8,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-23,52.83,138.15,3.5,16.22,11.07,56.27,18.04,1.02,62.75,0.55,1.76,34.41,48.41,,95.66,0.0,311.36,977.57,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-24,65.25,159.62,3.56,14.63,10.67,55.05,13.08,1.09,51.37,0.55,2.14,33.6,52.45,,93.36,0.0,218.81,978.76,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-25,43.87,164.69,3.32,10.49,7.8,50.12,8.32,1.34,32.21,0.53,1.26,28.6,76.54,,110.79,94.6,12.04,981.02,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-26,53.58,95.28,3.68,13.38,10.1,56.41,13.7,1.05,34.76,0.66,1.72,31.46,65.44,,90.62,0.0,180.48,980.21,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-27,65.79,121.65,4.19,17.22,12.57,55.55,14.1,1.41,41.61,0.61,4.04,32.54,63.52,,93.78,0.0,244.21,978.9,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-28,71.12,149.87,3.98,20.12,13.94,58.25,10.47,1.2,46.97,2.04,3.54,33.58,60.19,,189.47,0.0,203.97,977.54,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-29,71.54,203.62,2.91,26.29,16.36,65.05,14.32,0.92,43.32,1.01,4.0,33.41,55.11,,201.4,0.0,182.95,975.04,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-30,63.5,190.65,2.83,27.96,17.18,63.79,11.32,0.87,37.05,1.01,4.52,31.42,55.5,,192.78,0.0,110.31,974.97,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-05-31,98.75,266.82,3.51,29.63,18.61,63.77,18.89,0.98,54.94,1.18,5.77,32.31,53.57,,202.54,0.0,196.6,976.88,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-01,58.33,239.47,3.26,23.76,15.29,57.65,8.37,0.93,35.25,0.65,1.79,32.35,49.18,,150.46,0.0,176.06,977.62,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-02,45.08,126.55,2.5,20.25,12.81,57.07,8.56,0.91,48.73,0.44,0.68,32.08,47.45,,149.25,0.0,219.92,977.45,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-03,52.21,189.8,2.57,23.03,14.34,55.61,12.83,0.71,50.25,0.45,1.03,31.02,50.82,,143.61,0.0,163.49,979.68,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-04,56.96,204.11,2.46,19.06,12.14,53.96,13.04,0.62,53.4,0.36,0.42,30.89,52.92,,197.52,0.0,180.17,981.85,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-05,65.54,176.27,2.94,22.84,14.54,52.82,18.22,0.68,51.1,0.28,0.46,32.09,48.57,,155.79,0.0,208.71,984.26,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-06,61.29,184.0,3.26,25.98,16.47,54.32,12.15,0.7,47.15,0.27,0.46,32.98,49.08,,141.61,0.0,204.26,983.21,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-07,83.79,225.99,3.85,31.02,19.63,55.91,19.45,0.91,47.46,0.28,0.4,33.71,49.42,,211.59,0.0,181.69,981.31,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-08,84.42,249.7,3.77,30.8,19.44,57.23,13.33,0.81,49.57,0.23,0.29,35.18,47.85,,201.32,0.0,214.73,979.51,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-09,102.67,338.95,9.15,37.32,27.29,57.9,20.71,1.01,39.31,0.27,1.03,35.83,41.27,,122.24,0.0,227.9,977.55,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-10,75.93,338.36,10.54,32.8,26.02,54.49,13.63,0.76,29.62,0.24,1.28,35.9,34.88,,96.7,0.0,233.92,976.78,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-11,88.83,328.91,13.46,30.75,27.17,56.54,16.65,1.13,46.31,0.27,1.42,35.39,42.58,,187.36,0.0,214.77,977.04,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-12,75.67,221.38,3.0,23.61,14.99,59.38,15.46,0.96,55.55,0.31,0.62,35.42,50.44,,249.89,0.0,198.02,977.29,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-13,58.02,203.79,2.82,21.83,13.9,59.05,12.5,1.09,39.62,0.2,0.3,34.14,52.32,,252.75,0.0,192.61,978.18,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-14,59.75,165.04,2.86,21.41,13.72,61.21,16.61,0.92,54.62,0.25,0.32,34.57,53.26,,250.61,0.0,194.83,976.5,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-15,38.23,98.89,3.0,23.59,14.6,55.93,7.42,0.84,43.32,0.23,0.25,31.82,61.16,,204.06,21.5,131.54,975.85,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-16,46.02,105.09,3.1,23.52,15.04,56.88,13.22,1.01,47.44,0.24,0.21,32.32,59.62,,245.64,0.0,124.51,976.17,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-17,42.58,82.38,3.12,21.27,13.85,55.86,9.2,1.02,31.35,0.21,0.23,31.33,69.19,,227.64,6.0,155.25,977.66,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-18,45.83,82.04,3.11,21.54,13.99,57.53,8.03,0.8,45.84,0.27,0.38,31.7,68.31,,245.18,0.0,165.97,977.22,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-19,36.54,78.79,3.06,21.27,13.8,56.4,9.98,0.93,33.08,0.23,0.41,32.68,62.61,,234.25,0.0,235.0,975.83,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-20,29.0,68.92,3.16,19.62,13.01,53.74,9.33,0.64,28.7,0.2,0.25,31.99,64.74,,247.94,0.0,147.15,978.59,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-21,41.9,91.42,3.15,22.92,14.75,53.85,9.21,0.91,34.69,0.22,0.34,33.23,61.59,,228.48,0.0,201.79,979.19,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-22,34.58,84.71,3.25,22.36,14.53,52.31,6.43,0.63,28.38,0.25,0.33,32.74,63.49,,233.56,0.0,122.82,979.1,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-23,53.29,120.3,3.59,23.69,15.51,55.48,14.47,0.87,29.84,0.27,0.3,32.93,63.28,,208.6,0.0,194.67,976.31,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-24,51.39,111.67,3.68,22.03,14.71,51.96,11.73,0.88,23.94,0.27,0.42,32.01,68.44,,216.98,0.0,81.08,975.72,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-25,64.0,116.75,3.49,20.81,13.92,53.37,12.11,0.76,15.55,0.28,0.48,31.59,73.29,,247.09,0.0,74.75,977.81,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-26,30.58,77.67,2.89,16.83,11.3,54.47,9.98,0.66,27.74,0.2,0.19,33.38,61.79,,245.02,0.0,209.53,978.56,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-27,26.56,81.17,3.05,18.38,12.25,55.54,9.76,0.97,31.07,0.18,0.16,33.99,57.54,,242.3,0.0,223.68,977.7,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-28,32.29,90.71,3.33,25.19,16.11,54.21,9.04,0.78,24.01,0.22,0.29,32.66,62.23,,202.01,0.0,135.5,977.46,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-29,31.71,67.29,4.1,28.14,18.31,54.03,6.6,0.75,15.03,0.25,0.35,30.7,71.97,,235.1,6.5,80.18,975.51,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-06-30,36.47,63.91,3.75,27.47,17.56,52.83,7.23,0.74,18.55,0.29,0.58,30.04,76.99,,252.67,1.0,98.96,975.3,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-01,28.67,55.99,3.1,18.17,12.19,53.47,6.49,0.71,24.08,0.24,0.51,31.41,70.21,,238.41,0.0,168.51,976.15,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-02,27.5,61.92,3.1,18.52,12.37,54.45,8.42,0.83,25.03,0.18,0.24,33.0,62.83,,243.79,0.0,235.58,975.86,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-03,25.24,62.91,3.04,17.36,11.65,51.2,9.02,0.74,25.81,0.15,0.21,33.19,62.03,,252.67,0.0,212.88,976.49,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-04,26.11,65.14,3.07,20.53,13.42,51.38,6.83,0.74,29.91,0.21,0.41,32.2,68.68,,215.88,35.0,150.14,976.68,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-05,33.65,86.45,3.37,22.0,14.44,51.43,6.09,0.81,33.66,0.21,0.36,33.06,66.81,,235.72,0.0,157.45,975.85,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-06,25.42,67.12,3.08,18.79,12.5,50.43,4.72,0.76,24.5,0.25,0.35,32.59,67.89,,199.32,0.0,105.56,975.2,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-07,14.46,39.29,2.98,20.52,13.34,55.9,4.88,0.86,36.93,0.25,0.39,31.47,68.0,,103.38,3.0,160.83,976.23,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-08,33.75,98.25,3.86,26.1,17.03,56.43,6.58,0.85,26.19,0.2,0.56,33.06,63.58,,89.58,0.0,197.99,976.25,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-09,12.92,33.33,2.91,19.4,12.68,55.86,4.08,0.76,29.8,0.2,0.57,30.71,72.11,,128.59,49.0,132.52,977.6,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-10,18.3,36.78,3.06,26.61,16.64,55.87,7.26,0.79,28.43,0.26,0.66,30.16,78.19,,209.69,6.0,138.88,979.59,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-11,29.57,56.26,2.66,22.59,14.16,50.03,9.22,0.5,30.54,0.26,0.64,31.21,74.58,,215.19,6.0,137.4,978.84,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-12,26.39,54.38,2.57,19.46,12.38,49.35,7.84,0.45,28.11,0.27,0.5,31.1,73.65,,206.25,19.0,168.12,978.44,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-13,16.08,39.0,2.15,17.21,10.79,48.64,8.03,0.47,25.46,0.27,0.44,31.72,68.25,,195.73,0.0,197.92,978.19,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-14,12.33,32.55,2.31,14.48,9.22,47.63,6.11,0.45,22.57,0.24,0.22,31.25,69.63,,240.93,6.5,158.08,976.56,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-15,18.27,44.38,2.32,16.94,10.9,49.19,8.51,0.42,23.72,0.22,0.28,31.48,69.23,,243.28,0.0,193.67,976.17,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-16,26.43,60.88,2.51,18.62,11.94,48.25,9.06,0.57,20.75,0.2,0.27,31.17,73.6,,237.2,9.5,155.02,977.66,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-17,22.66,51.25,2.42,16.53,10.75,49.61,7.83,0.39,23.41,0.17,0.2,31.36,70.76,,237.62,14.0,170.53,979.69,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-18,17.09,34.29,2.16,12.5,8.41,49.09,6.15,0.4,24.02,0.15,0.07,30.96,73.56,,222.48,10.0,193.48,978.42,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-19,18.62,43.57,2.2,16.44,10.54,50.07,7.53,0.38,25.52,0.15,0.07,31.96,65.55,,240.79,0.0,223.03,976.06,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-20,24.92,79.5,2.73,20.31,13.02,48.2,8.68,0.43,26.92,0.17,0.18,32.23,65.57,,127.84,0.0,149.25,975.92,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-21,30.17,80.58,2.85,21.36,13.68,47.68,7.13,0.4,14.95,0.17,0.17,30.49,75.51,,158.49,25.0,71.57,978.53,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-22,41.46,81.58,6.74,24.45,18.48,48.6,8.63,0.63,15.74,0.25,1.06,30.9,78.17,,121.14,0.0,101.16,977.36,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-23,21.17,59.19,4.06,24.33,16.25,48.77,8.01,0.44,11.03,0.22,0.64,30.55,78.75,,143.73,5.5,62.77,974.53,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-24,26.25,89.08,3.92,15.98,11.65,52.12,8.3,0.38,18.99,0.23,0.54,32.67,66.66,,82.01,0.0,215.38,973.17,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-25,31.67,112.03,3.26,20.47,13.54,51.83,10.05,0.3,17.48,0.19,0.48,33.29,65.15,,83.66,0.0,207.83,972.75,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-26,29.88,79.67,2.48,23.74,14.64,67.33,10.62,0.45,42.94,0.22,0.39,32.91,64.74,,196.31,0.0,209.57,973.91,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-27,27.12,75.46,3.08,25.36,15.99,64.51,9.8,0.41,23.11,0.19,0.41,32.8,65.49,,174.4,0.0,192.02,974.54,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-28,34.0,81.86,2.62,23.14,14.44,59.76,9.18,0.51,27.47,0.18,0.21,32.57,68.81,,216.99,21.5,123.26,974.6,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-29,19.94,38.22,2.32,19.01,12.0,55.16,7.93,0.4,14.42,0.14,0.22,30.41,79.11,,251.88,20.5,54.49,975.46,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-30,15.2,25.69,2.29,16.14,10.44,57.04,6.56,0.37,17.75,0.14,0.1,30.94,74.89,,236.99,0.0,103.52,975.92,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-07-31,23.22,35.38,2.99,21.75,14.0,57.22,7.61,0.39,12.54,0.19,0.38,29.78,85.46,,212.5,48.0,62.38,976.82,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-08-01,19.55,189.5,4.24,19.83,14.0,56.59,10.07,0.44,14.86,0.17,0.48,31.21,75.07,,117.86,0.5,137.21,977.67,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-08-02,20.88,74.23,3.52,16.37,11.57,52.08,8.57,0.39,13.62,0.15,0.22,31.46,70.46,,61.5,0.0,165.11,977.95,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-08-03,24.24,73.52,3.03,13.7,9.83,49.71,12.16,0.44,17.39,0.18,0.19,31.64,72.54,,111.5,22.0,167.44,978.86,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-08-04,25.79,98.09,3.07,14.99,10.46,52.36,7.58,0.31,14.55,0.17,0.47,31.61,69.74,,121.12,0.0,99.96,979.72,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-08-05,26.56,92.08,3.18,18.92,12.65,60.39,11.24,0.46,14.07,0.15,0.42,31.45,70.09,,113.65,0.0,95.85,979.8,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-08-06,24.5,105.15,3.41,20.88,13.88,54.54,7.15,0.45,15.21,0.18,0.76,32.07,65.89,,67.83,0.0,193.56,980.72,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-08-07,26.5,112.03,4.25,20.53,14.39,57.0,8.31,0.5,17.03,0.2,0.63,32.58,63.17,,69.1,0.0,226.53,979.7,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-08-08,27.92,121.81,3.79,19.57,13.49,54.8,7.82,0.47,18.79,0.16,0.57,32.73,60.84,,102.88,0.0,180.43,980.35,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-08-09,13.71,42.83,3.56,20.94,13.56,53.69,4.64,0.44,18.02,0.2,0.36,29.19,81.81,,101.81,116.0,28.21,982.95,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-08-10,27.68,77.14,4.32,20.73,14.54,54.64,6.76,0.3,14.27,0.19,0.76,31.69,73.49,,64.78,0.5,169.94,981.22,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-08-11,26.31,86.26,3.45,18.63,12.68,56.3,7.26,0.44,14.07,0.17,0.49,31.73,70.22,,133.74,0.0,108.52,979.89,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-08-12,29.66,74.21,3.51,21.47,14.27,49.64,5.25,0.45,16.81,0.18,0.43,31.15,74.98,,199.86,37.5,157.07,979.59,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-08-13,34.69,109.64,5.23,24.19,17.12,50.37,6.2,0.42,13.42,0.21,0.81,32.07,70.07,,116.69,0.0,143.3,978.45,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-08-14,31.78,59.44,3.11,20.84,13.6,55.62,4.86,0.49,16.03,0.21,0.85,29.98,84.61,,197.99,52.5,58.16,981.53,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
